work_root_id,root_title,landing_page_url,author_evidence,period_bucket,input_role,final_broader_role,direct_scan_title,scan_rights_id,checkpoint_4c_decision,quality_flags,source_cache_path,source_sha256,source_character_count,canonical_reference_ids,removed_reference_ids,rights_decision,final_decision,resolution_reason,retained_broader_character_count,excluded_character_count,sonnet_candidate_count,activation_status
itws:1336,Il Principe,https://it.wikisource.org/wiki/Il_Principe,Niccolò Machiavelli,origins_through_1800,historical_general,historical_general,Il Principe.djvu,itws-scan:198608,hold_unresolved_markup,language_variety_marker;unresolved_template:sottopagina,data/local/wikisource/page_extraction_v1/root_texts/itws_1336.txt,0293dac4de1c3631f2ecc65ce57a0015af3d83e6d591ec6495a0f15e825849ca,168714,,,rights_pass,exclude_unresolved_markup,Unknown markup may contain or corrupt primary text.,0,168714,0,inactive_pending_cross_archive_freeze
itws:1420,I promessi sposi (1840),https://it.wikisource.org/wiki/I_promessi_sposi_(1840),Alessandro Manzoni,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,I promessi sposi (1840).djvu,itws-scan:174764,hold_unresolved_markup,language_variety_marker;transcription_gap_template;unresolved_template:fi/promessi sposi,data/local/wikisource/page_extraction_v1/root_texts/itws_1420.txt,5c5c0e9ba91af80859f9045c1fa3ce05a8ea1058e8467710d6dd16e50848afb2,1306120,,,rights_pass,exclude_unresolved_markup,Unknown markup may contain or corrupt primary text.,0,1306120,0,inactive_pending_cross_archive_freeze
itws:1545,Cantico di Frate Sole,https://it.wikisource.org/wiki/Cantico_di_Frate_Sole,Francesco d'Assisi,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,Cantico delle Creature.djvu,itws-scan:246240,hold_duplicate_review,,data/local/wikisource/page_extraction_v1/root_texts/itws_1545.txt,9349bee88b0972ed84120d99afdec76ce7ae50c043a5528d877a08faa014e2e5,1647,,,rights_hold_incompatible_or_unclear_scan_license,exclude_source_rights_unresolved,Commons does not explicitly mark the exact scan file public domain and non-copyrighted.,0,1647,0,inactive_pending_cross_archive_freeze
itws:1713,Decameron,https://it.wikisource.org/wiki/Decameron,Giovanni Boccaccio,origins_through_1800,historical_general,historical_general,Boccaccio - Decameron I.djvu,itws-scan:521411,hold_unresolved_markup,editorial_marker;language_variety_marker;transcription_gap_template;unresolved_html_tag;unresolved_template:l2,data/local/wikisource/page_extraction_v1/root_texts/itws_1713.txt,6fd1ade6b94d23e4c28f3e3ad5f63fc00df2e5dfe2d00fc065ac4bee9ded5081,1636361,,,rights_pass,exclude_unresolved_markup,Unknown markup may contain or corrupt primary text.,0,1636361,0,inactive_pending_cross_archive_freeze
itws:1907,Le avventure di Pinocchio,https://it.wikisource.org/wiki/Le_avventure_di_Pinocchio,Carlo Collodi,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Le avventure di Pinocchio.djvu,itws-scan:208956,hold_unresolved_markup,language_variety_marker;removed_wikitable;unresolved_html_tag;unresolved_template:float right;unresolved_template:testo recitato,data/local/wikisource/page_extraction_v1/root_texts/itws_1907.txt,77e796c4902c1f25b64eeb4448aa3db19bf7b41ff4b12a0df4071e6bb53c0736,246971,,,rights_pass,exclude_unresolved_markup,Unknown markup may contain or corrupt primary text.,0,246971,0,inactive_pending_cross_archive_freeze
itws:2109,Galateo ovvero de' costumi,https://it.wikisource.org/wiki/Galateo_ovvero_de'_costumi,Giovanni Della Casa,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,"Della Casa - Opere varie, 1855.djvu",itws-scan:898528,hold_unresolved_markup,unresolved_template:block,data/local/wikisource/page_extraction_v1/root_texts/itws_2109.txt,6a3df242d303e0f029888202a25d899530430aecfdfc5f93ba37cb5f589cb163,142108,,,rights_pass,exclude_unresolved_markup,Unknown markup may contain or corrupt primary text.,0,142108,0,inactive_pending_cross_archive_freeze
itws:2144,Gerusalemme liberata,https://it.wikisource.org/wiki/Gerusalemme_liberata,Torquato Tasso,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,Gerusalemme liberata I.djvu,itws-scan:271206,hold_unresolved_markup,unresolved_template:pagina:gerusalemme liberata i.djvu/112;unresolved_template:pagina:gerusalemme liberata i.djvu/14;unresolved_template:pagina:gerusalemme liberata i.djvu/148;unresolved_template:pagina:gerusalemme liberata i.djvu/182;unresolved_template:pagina:gerusalemme liberata i.djvu/224;unresolved_template:pagina:gerusalemme liberata i.djvu/268;unresolved_template:pagina:gerusalemme liberata i.djvu/300;unresolved_template:pagina:gerusalemme liberata i.djvu/336;unresolved_template:pagina:gerusalemme liberata i.djvu/48;unresolved_template:pagina:gerusalemme liberata i.djvu/84;unresolved_template:pagina:gerusalemme liberata ii.djvu/12;unresolved_template:pagina:gerusalemme liberata ii.djvu/318;unresolved_template:pagina:gerusalemme liberata ii.djvu/44,data/local/wikisource/page_extraction_v1/root_texts/itws_2144.txt,27b873bb407a4da78a9bb37404d458f079f8fbbaf0b57c1cd0b0d868755d538b,604179,,,rights_pass,exclude_unresolved_markup,Unknown markup may contain or corrupt primary text.,0,604179,0,inactive_pending_cross_archive_freeze
itws:2547,I Malavoglia,https://it.wikisource.org/wiki/I_Malavoglia,Giovanni Verga,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,I Malavoglia.djvu,itws-scan:295182,hold_duplicate_review,,data/local/wikisource/page_extraction_v1/root_texts/itws_2547.txt,58cd27f669c3b529a07a005dabb3340cbb109c3533e5a35645ccfdaf2519444d,504947,bibit:bibit001233,,rights_pass,exclude_canonical_cross_corpus_duplicate,An already resolved project source contains this Wikisource root.,0,504947,0,inactive_pending_cross_archive_freeze
itws:2566,Mastro-don Gesualdo,https://it.wikisource.org/wiki/Mastro-don_Gesualdo,Giovanni Verga,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Mastro-don Gesualdo (1890).djvu,itws-scan:178625,hold_duplicate_review,,data/local/wikisource/page_extraction_v1/root_texts/itws_2566.txt,01fa460d214ca6e5c75b86fdebfc980752b3d8f397171466686a030af2f60a7f,658598,bibit:bibit001610,,rights_pass,exclude_canonical_cross_corpus_duplicate,An already resolved project source contains this Wikisource root.,0,658598,0,inactive_pending_cross_archive_freeze
itws:2616,Le mie prigioni,https://it.wikisource.org/wiki/Le_mie_prigioni,Silvio Pellico,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Le mie prigioni.djvu,itws-scan:248856,hold_quality_or_editorial_review,language_variety_marker;transcription_gap_template,data/local/wikisource/page_extraction_v1/root_texts/itws_2616.txt,99780c8fca3c3ece1bd0f3f0df472a687552e09db712505419a3477cec9d1144,321142,,,rights_pass,exclude_quality_language_or_editorial_hold,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",0,321142,0,inactive_pending_cross_archive_freeze
itws:2800,La donna di garbo,https://it.wikisource.org/wiki/La_donna_di_garbo,Carlo Goldoni,origins_through_1800,historical_general,historical_general,"Goldoni - Opere complete, Venezia 1907, I.djvu",itws-scan:666747,hold_unresolved_markup,language_variety_marker;removed_wikitable;unresolved_template:note annidate;unresolved_template:templatestyle,data/local/wikisource/page_extraction_v1/root_texts/itws_2800.txt,8fbb5b81e175fe4326e9d4c5f29c7ecf0c63373494ebc4383bbb6474d0473a8f,137898,,,rights_pass,exclude_unresolved_markup,Unknown markup may contain or corrupt primary text.,0,137898,0,inactive_pending_cross_archive_freeze
itws:2853,I pettegolezzi delle donne,https://it.wikisource.org/wiki/I_pettegolezzi_delle_donne,Carlo Goldoni,origins_through_1800,historical_general,historical_general,"Goldoni - Opere complete, Venezia 1909, VI.djvu",itws-scan:669985,hold_unresolved_markup,language_variety_marker;removed_wikitable;unresolved_template:note annidate/goldoni,data/local/wikisource/page_extraction_v1/root_texts/itws_2853.txt,2e62d167f54f2099837399dd0b8ab5be826af6bee017213fd5461ef4c7e6dde7,94777,,,rights_pass,exclude_unresolved_markup,Unknown markup may contain or corrupt primary text.,0,94777,0,inactive_pending_cross_archive_freeze
itws:2926,Sentenza di condanna di Galileo Galilei,https://it.wikisource.org/wiki/Sentenza_di_condanna_di_Galileo_Galilei,Sant'Uffizio,origins_through_1800,historical_general,historical_general,Le opere di Galileo Galilei XIX.djvu,itws-scan:328337,hold_unresolved_markup,unresolved_template:datagiorno,data/local/wikisource/page_extraction_v1/root_texts/itws_2926.txt,cd37c2dd448c19137615f56cfa6e8bcefda23067aee0e9ef8adbd1be698ba57e,10712,,,rights_pass,exclude_unresolved_markup,Unknown markup may contain or corrupt primary text.,0,10712,0,inactive_pending_cross_archive_freeze
itws:2929,Abiura di Galileo Galilei,https://it.wikisource.org/wiki/Abiura_di_Galileo_Galilei,Galileo Galilei,origins_through_1800,historical_general,historical_general,Le opere di Galileo Galilei XIX.djvu,itws-scan:328337,eligible_inactive_pending_processed_build,,data/local/wikisource/page_extraction_v1/root_texts/itws_2929.txt,c6c32dd1fe20a4e3c74f360fa6784d86af174f1f7ba45b367d2bbf191f7ac55e,2771,,,rights_pass,eligible_inactive_processed_build,"Rights, quality, canonicalization, and protected-material gates passed.",2771,0,0,inactive_pending_cross_archive_freeze
itws:3005,Senilità,https://it.wikisource.org/wiki/Senilit%C3%A0,Italo Svevo,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,"Svevo - Senilità, 1927.djvu",itws-scan:820480,hold_quality_or_editorial_review,editorial_marker;language_variety_marker,data/local/wikisource/page_extraction_v1/root_texts/itws_3005.txt,9d0b1752d373d4673f65f2a7fb32f2be838ea5c61763e5fb2371297f1ef385ab,407664,,,rights_pass,exclude_quality_language_or_editorial_hold,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",0,407664,0,inactive_pending_cross_archive_freeze
itws:3106,Alla Musa (Manzoni),https://it.wikisource.org/wiki/Alla_Musa_(Manzoni),Alessandro Manzoni,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,"Tragedie, inni sacri e odi.djvu",itws-scan:276488,eligible_inactive_pending_processed_build,,data/local/wikisource/page_extraction_v1/root_texts/itws_3106.txt,fb55c4c9566d878c557142823fd1c41a5a078085005f00bdc4af1f57328350f8,595,,,rights_pass,eligible_inactive_processed_build,"Rights, quality, canonicalization, and protected-material gates passed.",595,0,0,inactive_pending_cross_archive_freeze
itws:3107,Alla sua donna (Manzoni),https://it.wikisource.org/wiki/Alla_sua_donna_(Manzoni),Alessandro Manzoni,nineteenth_century,standard_sonnets,historical_non_sonnet_poetry,"Tragedie, inni sacri e odi.djvu",itws-scan:276488,eligible_inactive_pending_processed_build,,data/local/wikisource/page_extraction_v1/root_texts/itws_3107.txt,e2fcec43dbfecdcc3c308eea613dcc66105744e7b6eecdd781edfae30e93cd60,574,,,rights_pass,eligible_inactive_processed_build,"Rights, quality, canonicalization, and protected-material gates passed.",574,0,0,inactive_pending_cross_archive_freeze
itws:3133,Aprile 1814,https://it.wikisource.org/wiki/Aprile_1814,Alessandro Manzoni,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,"Tragedie, inni sacri e odi.djvu",itws-scan:276488,eligible_inactive_pending_processed_build,,data/local/wikisource/page_extraction_v1/root_texts/itws_3133.txt,35e804370b0f6c0a4c22bb908c5841b5ae443ba6060214f0c2b6ae13533331fa,3473,,,rights_pass,eligible_inactive_processed_build,"Rights, quality, canonicalization, and protected-material gates passed.",3473,0,0,inactive_pending_cross_archive_freeze
itws:3310,Storia della colonna infame,https://it.wikisource.org/wiki/Storia_della_colonna_infame,Alessandro Manzoni,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,I promessi sposi (1840).djvu,itws-scan:174764,hold_unresolved_markup,language_variety_marker;unresolved_template:alt,data/local/wikisource/page_extraction_v1/root_texts/itws_3310.txt,6b2b0bec654a3c08c3952a7323bc37e44d6cf7ba0916e02736c279a6afcefa3e,212894,,,rights_pass,exclude_unresolved_markup,Unknown markup may contain or corrupt primary text.,0,212894,0,inactive_pending_cross_archive_freeze
itws:3320,Juvenilia,https://it.wikisource.org/wiki/Juvenilia,Giosuè Carducci,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Poesie (Carducci).djvu,itws-scan:163757,hold_unresolved_markup,language_variety_marker;unresolved_html_tag,data/local/wikisource/page_extraction_v1/root_texts/itws_3320.txt,a7c6bdd0359c3b45faaa775c57dcb8565b4c83df4f0ef709c5ee6508b86fedd0,166597,,,rights_pass,exclude_unresolved_markup,Unknown markup may contain or corrupt primary text.,0,166597,0,inactive_pending_cross_archive_freeze
itws:3426,Levia Gravia,https://it.wikisource.org/wiki/Levia_Gravia,Giosuè Carducci,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Poesie (Carducci).djvu,itws-scan:163757,hold_unresolved_markup,unresolved_html_tag;unresolved_template:uc:[nelle nozze di i.d.l.];unresolved_template:uc:alla louisa grace bartolini;unresolved_template:uc:anche per la stessa;unresolved_template:uc:dopo aspromonte;unresolved_template:uc:in morte di g.b. niccolini;unresolved_template:uc:nei primi giorni del mdccclxi;unresolved_template:uc:per la proclamazione del regno d'italia;unresolved_template:uc:per la spedizione del messico;unresolved_template:uc:per le nozze di un geologo;unresolved_template:uc:per nozze;unresolved_template:uc:per raccolta in morte di ricca e bella signora;unresolved_template:uc:poeti di parte bianca;unresolved_template:uc:roma o morte;unresolved_template:uc:scienza amore e forza,data/local/wikisource/page_extraction_v1/root_texts/itws_3426.txt,97c438763e134dfc367855bf6820a44644aaccd180e8139f5dae7e67854c220a,69152,,,rights_pass,exclude_unresolved_markup,Unknown markup may contain or corrupt primary text.,0,69152,0,inactive_pending_cross_archive_freeze
itws:3539,Rime e ritmi,https://it.wikisource.org/wiki/Rime_e_ritmi,Giosuè Carducci,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Poesie (Carducci).djvu,itws-scan:163757,hold_unresolved_markup,unresolved_html_tag;unresolved_template:datagiorno,data/local/wikisource/page_extraction_v1/root_texts/itws_3539.txt,6896daeab6b445419c7da77480b814f00af1a9a21e4def888169fc796cddd575,59852,,,rights_pass,exclude_unresolved_markup,Unknown markup may contain or corrupt primary text.,0,59852,0,inactive_pending_cross_archive_freeze
itws:4751,A Luigia Pallavicini caduta da cavallo (1835),https://it.wikisource.org/wiki/A_Luigia_Pallavicini_caduta_da_cavallo_(1835),Ugo Foscolo,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Opere scelte di Ugo Foscolo II.djvu,itws-scan:257506,hold_duplicate_review,,data/local/wikisource/page_extraction_v1/root_texts/itws_4751.txt,fee8525f5526bf6897fbe4a08cfdadb63cde7ad6372da5c11c8abcab3f2c4caf,2612,,,rights_pass,eligible_inactive_processed_build,"Rights, quality, canonicalization, and protected-material gates passed.",2612,0,0,inactive_pending_cross_archive_freeze
itws:5184,Postuma (1883),https://it.wikisource.org/wiki/Postuma_(1883),Olindo Guerrini,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Postuma.djvu,itws-scan:245275,hold_quality_or_editorial_review,language_variety_marker,data/local/wikisource/page_extraction_v1/root_texts/itws_5184.txt,2b3c2b3762c42c1a2ecb6a8d798467afc2555ad3aae465185bcce6c453913142,75353,,,rights_pass,exclude_quality_language_or_editorial_hold,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",0,75353,0,inactive_pending_cross_archive_freeze
itws:5421,Primavera (Verga),https://it.wikisource.org/wiki/Primavera_(Verga),Giovanni Verga,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,"Verga - Novelle, 1887.djvu",itws-scan:439837,hold_duplicate_review,language_variety_marker,data/local/wikisource/page_extraction_v1/root_texts/itws_5421.txt,7aaf1fb39e27b43eba2374e0758fbf9815c9d85909f7d2a1dd6d0751c5edd321,19765,,,rights_pass,exclude_quality_language_or_editorial_hold,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",0,19765,0,inactive_pending_cross_archive_freeze
itws:5596,X,https://it.wikisource.org/wiki/X,Giovanni Verga,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,"Verga - Novelle, 1887.djvu",itws-scan:439837,hold_duplicate_review,,data/local/wikisource/page_extraction_v1/root_texts/itws_5596.txt,99364428d9265262d53b5c3f470dbda4a5c9ca4bd11a5f80b0480a605bd0a30d,15246,bibit:bibit001594,,rights_pass,exclude_canonical_cross_corpus_duplicate,An already resolved project source contains this Wikisource root.,0,15246,0,inactive_pending_cross_archive_freeze
itws:5597,La coda del diavolo,https://it.wikisource.org/wiki/La_coda_del_diavolo,Giovanni Verga,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,"Verga - Novelle, 1887.djvu",itws-scan:439837,hold_duplicate_review,,data/local/wikisource/page_extraction_v1/root_texts/itws_5597.txt,9c941e0fb5d0f65c1e42a640175d4ae0e75828cef6799b7096cfcd68b9f8313a,25090,bibit:bibit001594,,rights_pass,exclude_canonical_cross_corpus_duplicate,An already resolved project source contains this Wikisource root.,0,25090,0,inactive_pending_cross_archive_freeze
itws:5598,Vita dei campi (1881),https://it.wikisource.org/wiki/Vita_dei_campi_(1881),Giovanni Verga,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Vita dei campi.djvu,itws-scan:294957,hold_duplicate_review,language_variety_marker,data/local/wikisource/page_extraction_v1/root_texts/itws_5598.txt,31c207847588e9314793f3c2456e0ce0a85ace4021e9952018c3107a323c46ab,224034,,,rights_pass,exclude_quality_language_or_editorial_hold,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",0,224034,0,inactive_pending_cross_archive_freeze
itws:5603,Nedda,https://it.wikisource.org/wiki/Nedda,Giovanni Verga,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,"Verga - Novelle, 1887.djvu",itws-scan:439837,hold_duplicate_review,language_variety_marker,data/local/wikisource/page_extraction_v1/root_texts/itws_5603.txt,b4bb3b473fe37074aadd38ca1bf92bf58cd670f46df85c5d67354c30ddafcc26,44960,,,rights_pass,exclude_quality_language_or_editorial_hold,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",0,44960,0,inactive_pending_cross_archive_freeze
itws:5623,Novelle rusticane,https://it.wikisource.org/wiki/Novelle_rusticane,Giovanni Verga,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Novelle rusticane (1885).djvu,itws-scan:184212,hold_duplicate_review,language_variety_marker,data/local/wikisource/page_extraction_v1/root_texts/itws_5623.txt,d215592be76bbd793744a40cdc59ac0b4af09fe155589b75442ae71fce304b6b,223315,,,rights_pass,exclude_quality_language_or_editorial_hold,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",0,223315,0,inactive_pending_cross_archive_freeze
itws:5638,Una peccatrice,https://it.wikisource.org/wiki/Una_peccatrice,Giovanni Verga,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Verga - Una peccatrice.djvu,itws-scan:440074,hold_quality_or_editorial_review,language_variety_marker,data/local/wikisource/page_extraction_v1/root_texts/itws_5638.txt,8ceaca31e572b33860962ab09291af801b9790857101606750ff0e745470a48a,233398,,,rights_pass,exclude_quality_language_or_editorial_hold,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",0,233398,0,inactive_pending_cross_archive_freeze
itws:5836,Per le vie,https://it.wikisource.org/wiki/Per_le_vie,Giovanni Verga,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Per le vie (1883).djvu,itws-scan:184543,hold_duplicate_review,,data/local/wikisource/page_extraction_v1/root_texts/itws_5836.txt,bf0525691b8ab953a6f09803f224d39e6319b9553e0c6065989feebdbe716249,164510,bibit:bibit001161,,rights_pass,exclude_canonical_cross_corpus_duplicate,An already resolved project source contains this Wikisource root.,0,164510,0,inactive_pending_cross_archive_freeze
itws:5877,Vagabondaggio,https://it.wikisource.org/wiki/Vagabondaggio,Giovanni Verga,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Verga - Vagabondaggio.djvu,itws-scan:440436,hold_duplicate_review,language_variety_marker,data/local/wikisource/page_extraction_v1/root_texts/itws_5877.txt,d60ffe57c5780b4195d75381191ad7be1181ab79a106b6c5b1070d225d4815b8,258772,,,rights_pass,exclude_quality_language_or_editorial_hold,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",0,258772,0,inactive_pending_cross_archive_freeze
itws:5892,I ricordi del Capitano d'Arce,https://it.wikisource.org/wiki/I_ricordi_del_Capitano_d'Arce,Giovanni Verga,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,I ricordi del Capitano D'Arce.djvu,itws-scan:204546,hold_duplicate_review,language_variety_marker,data/local/wikisource/page_extraction_v1/root_texts/itws_5892.txt,1ca753ba57ea0c310a57c20c729040836e7378ff8bd7872b6ec8479f37a9e4ee,175646,,,rights_pass,exclude_quality_language_or_editorial_hold,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",0,175646,0,inactive_pending_cross_archive_freeze
itws:6027,C'era una volta... Fiabe,https://it.wikisource.org/wiki/C'era_una_volta..._Fiabe,Luigi Capuana,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,"Capuana - C'era una volta, 1902.djvu",itws-scan:819115,hold_quality_or_editorial_review,language_variety_marker,data/local/wikisource/page_extraction_v1/root_texts/itws_6027.txt,96d25f1693e7853d8782fcc0256f2afe911c4c54c4685482ec3e8255428f9837,205923,,,rights_pass,exclude_quality_language_or_editorial_hold,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",0,205923,0,inactive_pending_cross_archive_freeze
itws:6391,Dialogo sopra la nobiltà,https://it.wikisource.org/wiki/Dialogo_sopra_la_nobilt%C3%A0,Giuseppe Parini,origins_through_1800,historical_general,historical_general,"Parini, Giuseppe – Prose, Vol. II, 1915 – BEIC 1892399.djvu",itws-scan:594671,eligible_inactive_pending_processed_build,,data/local/wikisource/page_extraction_v1/root_texts/itws_6391.txt,cb65bb05d9478a4c2c9763418a97c3f2cc998001cfcb9d89dab955f0bd8c4d72,34162,,,rights_pass,eligible_inactive_processed_build,"Rights, quality, canonicalization, and protected-material gates passed.",34162,0,0,inactive_pending_cross_archive_freeze
itws:6567,Don Giovanni,https://it.wikisource.org/wiki/Don_Giovanni,Lorenzo Da Ponte,origins_through_1800,historical_general,historical_general,"Da Ponte - Don Giovanni, 1867.djvu",itws-scan:472973,hold_quality_or_editorial_review,removed_math_block,data/local/wikisource/page_extraction_v1/root_texts/itws_6567.txt,d3237ba6a3a9ff580cf14cdec4fc418c106fee0a24767328e8bd29aeeb67873d,52319,,,rights_pass,exclude_quality_language_or_editorial_hold,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",0,52319,0,inactive_pending_cross_archive_freeze
itws:7091,Storia filosofica dei secoli futuri,https://it.wikisource.org/wiki/Storia_filosofica_dei_secoli_futuri,Ippolito Nievo,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Strenna dell'Uomo di pietra per l'anno 1860.djvu,itws-scan:890375,eligible_inactive_pending_processed_build,,data/local/wikisource/page_extraction_v1/root_texts/itws_7091.txt,c490eeb2448898d8fccfc5a6c22ed4f37980f603727c7c014adf6d09c591c1eb,49547,,,rights_pass,eligible_inactive_processed_build,"Rights, quality, canonicalization, and protected-material gates passed.",49547,0,0,inactive_pending_cross_archive_freeze
itws:7178,Piccolo mondo antico,https://it.wikisource.org/wiki/Piccolo_mondo_antico,Antonio Fogazzaro,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Piccolo Mondo Antico (Fogazzaro).djvu,itws-scan:217865,hold_quality_or_editorial_review,language_variety_marker,data/local/wikisource/page_extraction_v1/root_texts/itws_7178.txt,546e02fd6b952c6bf700f6599da7daa51adf7b4b7282c4bf88cbc14cfced63bf,664489,,,rights_pass,exclude_quality_language_or_editorial_hold,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",0,664489,0,inactive_pending_cross_archive_freeze
itws:7288,Favola di Belfagor arcidiavolo,https://it.wikisource.org/wiki/Favola_di_Belfagor_arcidiavolo,Niccolò Machiavelli,origins_through_1800,historical_general,historical_general,Opere di Niccolò Machiavelli VI.djvu,itws-scan:305918,eligible_inactive_pending_processed_build,,data/local/wikisource/page_extraction_v1/root_texts/itws_7288.txt,4273f8f366e3ccb8489811dba8f8214cb6d3a7db4633c584fd0a70e5f3d18d0b,19602,,,rights_pass,eligible_inactive_processed_build,"Rights, quality, canonicalization, and protected-material gates passed.",19602,0,0,inactive_pending_cross_archive_freeze
itws:7943,Detto d'Amore,https://it.wikisource.org/wiki/Detto_d'Amore,Dante Alighieri,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,"Poemetti allegorico-didattici del secolo XIII, 1941 – BEIC 1894103.djvu",itws-scan:624705,eligible_inactive_pending_processed_build,,data/local/wikisource/page_extraction_v1/root_texts/itws_7943.txt,1fae6b80541041ed6e2e2cfee7d9500041a093d9083caa56fc48484c6a7490df,11722,,,rights_hold_modern_edition_contributor,exclude_source_rights_unresolved,"Post-1930 edition names a curator, translator, or illustrator whose contribution needs separate rights evidence.",0,11722,0,inactive_pending_cross_archive_freeze
itws:8039,La bottega del caffè,https://it.wikisource.org/wiki/La_bottega_del_caff%C3%A8,Carlo Goldoni,origins_through_1800,historical_general,historical_general,"Goldoni - Opere complete, Venezia 1909, IV.djvu",itws-scan:682010,hold_quality_or_editorial_review,language_variety_marker,data/local/wikisource/page_extraction_v1/root_texts/itws_8039.txt,5c0abed47b2c7740aebfd116272f14fa29d562278f87a091478b43a690cef073,128771,,,rights_pass,exclude_quality_language_or_editorial_hold,"Non-removable quality, language-variety, transcription-gap, or editorial evidence remains.",0,128771,0,inactive_pending_cross_archive_freeze
itws:8686,La locandiera,https://it.wikisource.org/wiki/La_locandiera,Carlo Goldoni,origins_through_1800,historical_general,historical_general,"Goldoni - Opere complete, Venezia 1910, IX.djvu",itws-scan:670560,hold_unresolved_markup,language_variety_marker;removed_wikitable;unresolved_template:templatestyle,data/local/wikisource/page_extraction_v1/root_texts/itws_8686.txt,ff5a36d740d8c3f97e1896f0e3add72b5587c6cc0af229e68dd282d9fe542915,153472,,,rights_pass,exclude_unresolved_markup,Unknown markup may contain or corrupt primary text.,0,153472,0,inactive_pending_cross_archive_freeze
itws:8750,Vortice,https://it.wikisource.org/wiki/Vortice,Alfredo Oriani,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,"Oriani - Vortice, Bari, Laterza, 1917.djvu",itws-scan:852922,eligible_inactive_pending_processed_build,,data/local/wikisource/page_extraction_v1/root_texts/itws_8750.txt,cedae9ba8c34477770f84983c8817e4fff49bbd6d7d79f333eb1b9637e2f6cf6,257758,,,rights_pass,eligible_inactive_processed_build,"Rights, quality, canonicalization, and protected-material gates passed.",257758,0,0,inactive_pending_cross_archive_freeze
itws:8992,Cuore (1889),https://it.wikisource.org/wiki/Cuore_(1889),Edmondo De Amicis,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Cuore (1889).djvu,itws-scan:351540,hold_missing_transcription,language_variety_marker,data/local/wikisource/page_extraction_v1/root_texts/itws_8992.txt,f9958d5cbcd6f355ddcea23163a2df2bf45ce26c0702e4b45267373b5fb07c27,487416,,,rights_pass,exclude_incomplete_transcription,Missing requested transcription pages make the work incomplete.,0,487416,0,inactive_pending_cross_archive_freeze
itws:10591,Myricae,https://it.wikisource.org/wiki/Myricae,Giovanni Pascoli,nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,Myricae.djvu,itws-scan:165949,hold_rendered_validation,section_error:missing section end marker: 2,data/local/wikisource/page_extraction_v1/root_texts/itws_10591.txt,0aa78f9c65af493ce14f660d8d90697a3253940fcbf212a7bb320264eebc5db2,109102,,,rights_pass,exclude_rendered_boundary_failure,Local extraction failed rendered-text containment.,0,109102,0,inactive_pending_cross_archive_freeze
